!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R00628,,,8.5,0.1,298.15,uncertainty is too high
R00629,,,8.5,0.1,298.15,uncertainty is too high
R00630,,,8.5,0.1,298.15,uncertainty is too high
R00631,,,8.5,0.1,298.15,uncertainty is too high
R00634,,,8.5,0.1,298.15,uncertainty is too high
R00635,,,8.5,0.1,298.15,uncertainty is too high
R00636,,,8.5,0.1,298.15,uncertainty is too high
R00637,,,8.5,0.1,298.15,uncertainty is too high
R00638,,,8.5,0.1,298.15,uncertainty is too high
R00639,,,8.5,0.1,298.15,uncertainty is too high
R00640,,,8.5,0.1,298.15,uncertainty is too high
R00643,,,8.5,0.1,298.15,uncertainty is too high
R00644,,,8.5,0.1,298.15,uncertainty is too high
R00645,,,8.5,0.1,298.15,uncertainty is too high
R00646,,,8.5,0.1,298.15,uncertainty is too high
R00647,,,8.5,0.1,298.15,uncertainty is too high
R00648,-106.0,9.1,8.5,0.1,298.15,
R00649,,,8.5,0.1,298.15,uncertainty is too high
R00650,,,8.5,0.1,298.15,uncertainty is too high
R00651,-65.5,14.3,8.5,0.1,298.15,
R00652,-18.4,4.8,8.5,0.1,298.15,
R00653,-25.2,18.6,8.5,0.1,298.15,
R00654,-10.5,8.9,8.5,0.1,298.15,
R00655,-2.7,2.4,8.5,0.1,298.15,
R00656,-14.9,6.6,8.5,0.1,298.15,
R00657,,,8.5,0.1,298.15,uncertainty is too high
R00658,-4.1,0.6,8.5,0.1,298.15,
R00659,22.2,2.7,8.5,0.1,298.15,
R00660,-12.2,7.3,8.5,0.1,298.15,
R00661,19.0,5.8,8.5,0.1,298.15,
R00662,-44.1,7.6,8.5,0.1,298.15,
R00664,-101.3,51.5,8.5,0.1,298.15,
R00665,-7.2,9.8,8.5,0.1,298.15,
R00666,48.8,13.5,8.5,0.1,298.15,
R00667,-20.9,8.7,8.5,0.1,298.15,
R00668,-22.5,11.4,8.5,0.1,298.15,
R00669,-0.1,6.7,8.5,0.1,298.15,
R00670,-34.5,10.6,8.5,0.1,298.15,
R00671,-23.0,8.2,8.5,0.1,298.15,
R00672,-21.7,9.5,8.5,0.1,298.15,
R00673,20.7,1.3,8.5,0.1,298.15,
R00674,-49.1,2.2,8.5,0.1,298.15,
R00675,-7.9,10.0,8.5,0.1,298.15,
R00676,-6.9,10.0,8.5,0.1,298.15,
R00677,-132.8,12.9,8.5,0.1,298.15,
R00678,-339.7,12.7,8.5,0.1,298.15,
R00679,-478.4,13.1,8.5,0.1,298.15,
R00681,-383.5,12.7,8.5,0.1,298.15,
R00682,1.3,10.7,8.5,0.1,298.15,
R00683,,,8.5,0.1,298.15,uncertainty is too high
R00684,-36.9,10.0,8.5,0.1,298.15,
R00685,-24.4,11.3,8.5,0.1,298.15,
R00686,-58.3,7.9,8.5,0.1,298.15,
R00687,,,8.5,0.1,298.15,uncertainty is too high
R00688,28.5,4.1,8.5,0.1,298.15,
R00689,-96.4,9.3,8.5,0.1,298.15,
R00690,-474.5,11.8,8.5,0.1,298.15,
R00691,-67.1,21.5,8.5,0.1,298.15,
R00692,-0.2,4.2,8.5,0.1,298.15,
R00693,-38.6,8.5,8.5,0.1,298.15,
R00694,-0.6,4.1,8.5,0.1,298.15,
R00695,3.4,4.2,8.5,0.1,298.15,
R00697,-3.8,1.1,8.5,0.1,298.15,
R00698,-334.0,11.7,8.5,0.1,298.15,
R00699,-20.6,9.9,8.5,0.1,298.15,
R00700,-43.1,5.9,8.5,0.1,298.15,
R00702,-153.5,44.5,8.5,0.1,298.15,
R00703,18.9,0.9,8.5,0.1,298.15,
R00704,15.9,4.1,8.5,0.1,298.15,
R00705,-24.0,10.4,8.5,0.1,298.15,
R00706,-23.0,10.4,8.5,0.1,298.15,
R00707,-63.3,10.6,8.5,0.1,298.15,
R00708,-62.4,10.6,8.5,0.1,298.15,
R00709,5.4,6.3,8.5,0.1,298.15,
R00710,-64.1,2.6,8.5,0.1,298.15,
R00711,-63.1,2.6,8.5,0.1,298.15,
R00713,-50.0,4.7,8.5,0.1,298.15,
R00714,-49.0,4.7,8.5,0.1,298.15,
R00715,29.9,5.8,8.5,0.1,298.15,
R00716,30.8,5.8,8.5,0.1,298.15,
R00717,36.0,1.7,8.5,0.1,298.15,
R00719,-37.6,2.9,8.5,0.1,298.15,
R00720,-23.7,5.8,8.5,0.1,298.15,
R00722,3.7,2.9,8.5,0.1,298.15,
R00723,-77.8,17.7,8.5,0.1,298.15,
R00724,15.8,2.9,8.5,0.1,298.15,
R00725,-29.0,3.0,8.5,0.1,298.15,
R00726,7.1,6.7,8.5,0.1,298.15,
R00727,-4.0,3.9,8.5,0.1,298.15,
R00728,-26.9,8.6,8.5,0.1,298.15,
R00729,-96.1,9.3,8.5,0.1,298.15,
R00730,,,8.5,0.1,298.15,uncertainty is too high
R00731,-410.2,11.8,8.5,0.1,298.15,
R00732,-17.8,21.5,8.5,0.1,298.15,
R00733,-16.8,21.5,8.5,0.1,298.15,
R00734,-0.3,4.1,8.5,0.1,298.15,
R00735,-91.8,13.3,8.5,0.1,298.15,
R00736,-60.8,10.0,8.5,0.1,298.15,
R00737,-39.0,8.6,8.5,0.1,298.15,
R00739,-48.8,7.9,8.5,0.1,298.15,
R00740,-13.7,8.9,8.5,0.1,298.15,
R00742,-11.3,3.0,8.5,0.1,298.15,
R00743,-8.7,4.6,8.5,0.1,298.15,
R00744,55.8,2.2,8.5,0.1,298.15,
R00746,14.1,0.9,8.5,0.1,298.15,
R00747,-78.5,14.3,8.5,0.1,298.15,
R00748,-40.1,5.0,8.5,0.1,298.15,
R00749,-36.7,6.8,8.5,0.1,298.15,
R00750,-10.2,3.5,8.5,0.1,298.15,
R00751,10.2,4.4,8.5,0.1,298.15,
R00753,23.3,3.7,8.5,0.1,298.15,
R00754,13.1,0.6,8.5,0.1,298.15,
R00755,,,8.5,0.1,298.15,uncertainty is too high
R00756,-23.5,1.3,8.5,0.1,298.15,
R00758,2.4,2.4,8.5,0.1,298.15,
R00760,-22.8,1.2,8.5,0.1,298.15,
R00761,-50.1,4.0,8.5,0.1,298.15,
R00762,-10.5,1.4,8.5,0.1,298.15,
R00763,-31.3,5.9,8.5,0.1,298.15,
R00764,-6.1,1.4,8.5,0.1,298.15,
R00765,5.2,4.1,8.5,0.1,298.15,
R00766,-4.6,6.1,8.5,0.1,298.15,
R00767,-22.9,4.7,8.5,0.1,298.15,
R00768,-17.7,4.4,8.5,0.1,298.15,
R00769,-20.8,2.8,8.5,0.1,298.15,
R00770,-27.2,3.1,8.5,0.1,298.15,
R00771,2.4,0.8,8.5,0.1,298.15,
R00772,-0.8,2.3,8.5,0.1,298.15,
R00774,19.8,11.0,8.5,0.1,298.15,
R00775,-28.9,13.8,8.5,0.1,298.15,
R00776,4.9,3.4,8.5,0.1,298.15,
R00777,-63.3,11.5,8.5,0.1,298.15,
R00778,,,8.5,0.1,298.15,uncertainty is too high
R00781,-362.1,10.2,8.5,0.1,298.15,
R00782,-11.1,8.5,8.5,0.1,298.15,
R00783,,,8.5,0.1,298.15,uncertainty is too high
R00784,,,8.5,0.1,298.15,uncertainty is too high
R00785,,,8.5,0.1,298.15,uncertainty is too high
R00787,,,8.5,0.1,298.15,uncertainty is too high
R00789,,,8.5,0.1,298.15,uncertainty is too high
R00790,401.1,35.6,8.5,0.1,298.15,
R00791,141.5,14.3,8.5,0.1,298.15,
R00792,,,8.5,0.1,298.15,uncertainty is too high
R00793,,,8.5,0.1,298.15,uncertainty is too high
R00794,128.6,8.3,8.5,0.1,298.15,
R00796,129.5,8.3,8.5,0.1,298.15,
R00798,,,8.5,0.1,298.15,uncertainty is too high
R00799,,,8.5,0.1,298.15,uncertainty is too high
R00800,-185.7,17.4,8.5,0.1,298.15,
R00801,-24.9,2.5,8.5,0.1,298.15,
R00802,-24.9,2.5,8.5,0.1,298.15,
R00803,-8.9,2.0,8.5,0.1,298.15,
R00804,,,8.5,0.1,298.15,uncertainty is too high
R00805,-14.6,5.9,8.5,0.1,298.15,
R00806,-8.1,2.0,8.5,0.1,298.15,
R00807,-1.1,8.9,8.5,0.1,298.15,
R00808,,,8.5,0.1,298.15,uncertainty is too high
R00809,-29.1,9.1,8.5,0.1,298.15,
R00810,-17.6,5.3,8.5,0.1,298.15,
R00811,,,8.5,0.1,298.15,uncertainty is too high
R00812,-87.6,23.0,8.5,0.1,298.15,
R00813,-89.4,24.0,8.5,0.1,298.15,
R00814,-86.6,23.0,8.5,0.1,298.15,
R00815,-435.2,15.3,8.5,0.1,298.15,
R00816,-264.2,11.5,8.5,0.1,298.15,
R00817,-326.0,11.7,8.5,0.1,298.15,
R00818,-436.8,15.6,8.5,0.1,298.15,
R00821,-2.6,17.5,8.5,0.1,298.15,
R00822,-2.3,17.5,8.5,0.1,298.15,
R00823,-450.9,15.6,8.5,0.1,298.15,
R00825,-451.9,15.6,8.5,0.1,298.15,
R00827,,,8.5,0.1,298.15,uncertainty is too high
R00828,,,8.5,0.1,298.15,uncertainty is too high
R00829,,,8.5,0.1,298.15,uncertainty is too high
R00830,19.9,8.2,8.5,0.1,298.15,
R00832,-24.2,11.2,8.5,0.1,298.15,
R00833,-7.6,4.1,8.5,0.1,298.15,
R00834,5.5,3.4,8.5,0.1,298.15,
R00835,-10.8,2.6,8.5,0.1,298.15,
R00836,-23.3,3.7,8.5,0.1,298.15,
R00837,-9.7,3.8,8.5,0.1,298.15,
R00838,-19.1,4.8,8.5,0.1,298.15,
R00839,-19.1,4.8,8.5,0.1,298.15,
R00841,-10.4,4.1,8.5,0.1,298.15,
R00842,17.7,1.5,8.5,0.1,298.15,
R00844,18.7,1.6,8.5,0.1,298.15,
R00845,24.2,1.9,8.5,0.1,298.15,
R00846,-107.2,8.4,8.5,0.1,298.15,
R00847,-23.5,4.1,8.5,0.1,298.15,
R00848,17.8,6.1,8.5,0.1,298.15,
R00849,,,8.5,0.1,298.15,uncertainty is too high
R00850,-1.8,4.1,8.5,0.1,298.15,
R00851,,,8.5,0.1,298.15,uncertainty is too high
R00853,-17.6,5.3,8.5,0.1,298.15,
R00854,-22.5,5.3,8.5,0.1,298.15,
R00855,-52.8,17.0,8.5,0.1,298.15,
R00856,4.1,3.3,8.5,0.1,298.15,
R00857,,,8.5,0.1,298.15,uncertainty is too high
R00858,96.3,9.4,8.5,0.1,298.15,
R00859,132.3,36.1,8.5,0.1,298.15,
R00860,,,8.5,0.1,298.15,uncertainty is too high
R00861,,,8.5,0.1,298.15,uncertainty is too high
R00863,,,8.5,0.1,298.15,uncertainty is too high
R00864,,,8.5,0.1,298.15,uncertainty is too high
R00865,,,8.5,0.1,298.15,uncertainty is too high
R00866,-23.6,2.6,8.5,0.1,298.15,
R00867,-22.8,1.2,8.5,0.1,298.15,
R00868,1.8,2.4,8.5,0.1,298.15,
R00870,2.8,2.4,8.5,0.1,298.15,
R00871,4.7,4.0,8.5,0.1,298.15,
R00872,-33.7,5.0,8.5,0.1,298.15,
R00873,,,8.5,0.1,298.15,uncertainty is too high
R00874,-15.5,3.0,8.5,0.1,298.15,
R00875,3.5,1.9,8.5,0.1,298.15,
R00876,-26.5,3.1,8.5,0.1,298.15,
R00877,-2.9,1.8,8.5,0.1,298.15,
R00878,-0.2,0.6,8.5,0.1,298.15,
R00880,-34.9,6.9,8.5,0.1,298.15,
R00881,-44.1,6.9,8.5,0.1,298.15,
R00883,12.3,6.4,8.5,0.1,298.15,
R00885,-2.5,5.8,8.5,0.1,298.15,
R00888,-51.3,7.9,8.5,0.1,298.15,
R00889,1.7,5.8,8.5,0.1,298.15,
R00890,158.1,7.4,8.5,0.1,298.15,
R00891,-17.3,8.5,8.5,0.1,298.15,
R00892,-14.4,13.0,8.5,0.1,298.15,
R00893,,,8.5,0.1,298.15,uncertainty is too high
R00894,-38.0,9.5,8.5,0.1,298.15,
R00895,-16.9,9.1,8.5,0.1,298.15,
R00896,-10.2,9.3,8.5,0.1,298.15,
R00897,-48.2,10.4,8.5,0.1,298.15,
R00899,6.1,9.5,8.5,0.1,298.15,
R00900,1.8,8.5,8.5,0.1,298.15,
R00901,,,8.5,0.1,298.15,uncertainty is too high
R00903,-9.5,8.5,8.5,0.1,298.15,
R00904,-58.3,11.8,8.5,0.1,298.15,
R00905,-41.2,13.8,8.5,0.1,298.15,
R00906,22.0,12.7,8.5,0.1,298.15,
R00907,4.3,5.8,8.5,0.1,298.15,
R00908,-4.7,5.9,8.5,0.1,298.15,
R00909,-14.4,11.0,8.5,0.1,298.15,
R00910,-48.9,11.4,8.5,0.1,298.15,
R00911,-1.1,16.3,8.5,0.1,298.15,
R00912,-37.2,15.3,8.5,0.1,298.15,
R00913,-64.0,15.2,8.5,0.1,298.15,
R00914,-1340.6,18.5,8.5,0.1,298.15,
R00915,-345.5,12.3,8.5,0.1,298.15,
R00916,,,8.5,0.1,298.15,uncertainty is too high
R00917,,,8.5,0.1,298.15,uncertainty is too high
R00918,-72.7,66.0,8.5,0.1,298.15,
R00919,53.8,6.5,8.5,0.1,298.15,
R00920,15.9,5.8,8.5,0.1,298.15,
R00921,16.8,6.5,8.5,0.1,298.15,
R00922,-27.1,8.5,8.5,0.1,298.15,
R00923,-11.0,11.8,8.5,0.1,298.15,
R00924,52.9,8.7,8.5,0.1,298.15,
R00925,-0.2,5.8,8.5,0.1,298.15,
R00926,,,8.5,0.1,298.15,uncertainty is too high
R00927,31.5,5.6,8.5,0.1,298.15,
R00928,10.7,5.9,8.5,0.1,298.15,
R00930,-2.2,10.4,8.5,0.1,298.15,
R00931,48.3,8.6,8.5,0.1,298.15,
R00932,47.5,7.7,8.5,0.1,298.15,
R00934,-14.3,6.0,8.5,0.1,298.15,
R00935,-28.0,9.2,8.5,0.1,298.15,
R00936,17.1,2.3,8.5,0.1,298.15,
R00937,20.8,7.4,8.5,0.1,298.15,
R00939,18.0,2.2,8.5,0.1,298.15,
R00940,22.7,7.3,8.5,0.1,298.15,
R00941,-43.3,7.0,8.5,0.1,298.15,
R00942,-34.7,6.0,8.5,0.1,298.15,
R00943,-3.8,3.8,8.5,0.1,298.15,
R00944,-30.1,3.9,8.5,0.1,298.15,
R00945,6.2,2.5,8.5,0.1,298.15,
R00946,-10.0,10.2,8.5,0.1,298.15,
R00947,-16.0,1.6,8.5,0.1,298.15,
R00948,-6.6,2.7,8.5,0.1,298.15,
R00949,-24.2,6.1,8.5,0.1,298.15,
R00951,-43.4,2.7,8.5,0.1,298.15,
R00952,3.1,3.4,8.5,0.1,298.15,
R00953,2.0,5.8,8.5,0.1,298.15,
R00954,3.5,5.8,8.5,0.1,298.15,
R00955,-2.9,3.4,8.5,0.1,298.15,
R00956,0.6,4.1,8.5,0.1,298.15,
R00957,-17.5,3.7,8.5,0.1,298.15,
R00959,-7.4,1.5,8.5,0.1,298.15,
R00960,-6.3,6.6,8.5,0.1,298.15,
R00961,-2.7,6.5,8.5,0.1,298.15,
R00962,-23.0,6.2,8.5,0.1,298.15,
R00963,-8.3,8.2,8.5,0.1,298.15,
R00964,-25.6,8.2,8.5,0.1,298.15,
R00965,-20.6,16.9,8.5,0.1,298.15,
R00966,27.7,8.6,8.5,0.1,298.15,
R00967,-22.9,9.5,8.5,0.1,298.15,
R00968,-23.0,8.6,8.5,0.1,298.15,
R00969,-53.5,38.5,8.5,0.1,298.15,
R00970,-29.3,8.7,8.5,0.1,298.15,
R00973,-10.8,14.8,8.5,0.1,298.15,
R00974,-19.7,14.2,8.5,0.1,298.15,
R00975,-131.7,10.9,8.5,0.1,298.15,
R00976,,,8.5,0.1,298.15,uncertainty is too high
R00977,-6.8,7.3,8.5,0.1,298.15,
R00978,-5.9,7.3,8.5,0.1,298.15,
R00979,,,8.5,0.1,298.15,uncertainty is too high
R00980,-449.3,14.2,8.5,0.1,298.15,
R00982,-15.9,11.6,8.5,0.1,298.15,
R00983,-454.4,18.3,8.5,0.1,298.15,
R00984,,,8.5,0.1,298.15,uncertainty is too high
R00985,-71.6,13.7,8.5,0.1,298.15,
R00986,-84.1,13.8,8.5,0.1,298.15,
R00987,-61.9,12.3,8.5,0.1,298.15,
R00988,-40.5,13.0,8.5,0.1,298.15,
R00989,-19.6,10.3,8.5,0.1,298.15,
R00990,-2.5,12.9,8.5,0.1,298.15,
R00991,-127.7,12.8,8.5,0.1,298.15,
R00993,-228.4,11.1,8.5,0.1,298.15,
R00994,3.2,9.3,8.5,0.1,298.15,
R00995,15.2,9.5,8.5,0.1,298.15,
R00996,-24.6,8.2,8.5,0.1,298.15,
R00997,30.7,16.7,8.5,0.1,298.15,
R00998,29.3,7.6,8.5,0.1,298.15,
R00999,-66.7,9.2,8.5,0.1,298.15,
R01000,10.6,3.4,8.5,0.1,298.15,
R01001,1.5,12.0,8.5,0.1,298.15,
R01003,-13.6,42.1,8.5,0.1,298.15,
R01004,-35.2,42.9,8.5,0.1,298.15,
R01005,,,8.5,0.1,298.15,uncertainty is too high
R01006,,,8.5,0.1,298.15,uncertainty is too high
R01007,4.1,44.7,8.5,0.1,298.15,
R01008,,,8.5,0.1,298.15,uncertainty is too high
R01009,,,8.5,0.1,298.15,uncertainty is too high
R01010,-12.1,4.3,8.5,0.1,298.15,
R01011,-21.8,4.3,8.5,0.1,298.15,
R01012,-41.3,4.4,8.5,0.1,298.15,
R01013,,,8.5,0.1,298.15,uncertainty is too high
R01014,19.4,5.8,8.5,0.1,298.15,
R01015,-5.6,1.1,8.5,0.1,298.15,
R01016,-56.0,3.8,8.5,0.1,298.15,
R01018,-19.7,41.5,8.5,0.1,298.15,
R01019,-122.9,44.8,8.5,0.1,298.15,
R01021,-25.9,1.0,8.5,0.1,298.15,
R01022,-114.3,8.5,8.5,0.1,298.15,
R01023,-10.2,2.0,8.5,0.1,298.15,
R01025,,,8.5,0.1,298.15,uncertainty is too high
R01026,-28.9,2.1,8.5,0.1,298.15,
R01027,,,8.5,0.1,298.15,uncertainty is too high
R01028,,,8.5,0.1,298.15,uncertainty is too high
R01029,,,8.5,0.1,298.15,uncertainty is too high
R01030,,,8.5,0.1,298.15,uncertainty is too high
R01031,,,8.5,0.1,298.15,uncertainty is too high
R01032,,,8.5,0.1,298.15,uncertainty is too high
R01033,,,8.5,0.1,298.15,uncertainty is too high
R01034,16.0,3.6,8.5,0.1,298.15,
R01036,31.0,4.0,8.5,0.1,298.15,
R01039,17.0,3.6,8.5,0.1,298.15,
R01041,32.0,4.0,8.5,0.1,298.15,
R01043,-22.9,4.7,8.5,0.1,298.15,
R01044,1.5,4.6,8.5,0.1,298.15,
R01045,,,8.5,0.1,298.15,uncertainty is too high
R01047,-35.1,4.2,8.5,0.1,298.15,
R01048,-37.2,4.2,8.5,0.1,298.15,
R01049,-8.4,2.9,8.5,0.1,298.15,
R01050,-19.5,4.6,8.5,0.1,298.15,
R01051,-33.0,3.4,8.5,0.1,298.15,
R01052,6.3,7.3,8.5,0.1,298.15,
R01053,-46.5,4.5,8.5,0.1,298.15,
R01054,-39.0,7.3,8.5,0.1,298.15,
R01055,-37.1,5.1,8.5,0.1,298.15,
R01056,2.1,1.5,8.5,0.1,298.15,
R01057,-11.7,3.0,8.5,0.1,298.15,
R01058,-53.3,1.1,8.5,0.1,298.15,
R01059,-31.2,2.8,8.5,0.1,298.15,
R01061,-1.5,0.8,8.5,0.1,298.15,
R01063,-0.6,1.0,8.5,0.1,298.15,
R01064,13.1,5.8,8.5,0.1,298.15,
R01066,20.3,3.0,8.5,0.1,298.15,
R01067,10.3,3.8,8.5,0.1,298.15,
R01068,20.5,1.0,8.5,0.1,298.15,
R01069,18.6,4.4,8.5,0.1,298.15,
R01070,18.6,4.4,8.5,0.1,298.15,
R01071,,,8.5,0.1,298.15,uncertainty is too high
R01072,66.6,5.1,8.5,0.1,298.15,
R01073,61.4,11.5,8.5,0.1,298.15,
R01074,,,8.5,0.1,298.15,uncertainty is too high
R01075,,,8.5,0.1,298.15,uncertainty is too high
R01076,,,8.5,0.1,298.15,uncertainty is too high
R01077,,,8.5,0.1,298.15,uncertainty is too high
R01078,,,8.5,0.1,298.15,uncertainty is too high
R01079,-63.4,4.2,8.5,0.1,298.15,
R01080,-6.5,4.3,8.5,0.1,298.15,
R01081,2.7,1.7,8.5,0.1,298.15,
R01082,3.4,0.6,8.5,0.1,298.15,
R01083,10.2,2.7,8.5,0.1,298.15,
R01085,-54.7,6.8,8.5,0.1,298.15,
R01086,13.1,5.8,8.5,0.1,298.15,
R01087,-6.2,6.3,8.5,0.1,298.15,
R01088,27.7,3.1,8.5,0.1,298.15,
R01089,-23.4,6.8,8.5,0.1,298.15,
R01090,-1.4,3.1,8.5,0.1,298.15,
R01091,7.4,5.7,8.5,0.1,298.15,
R01092,-19.0,3.8,8.5,0.1,298.15,
R01093,-10.7,4.8,8.5,0.1,298.15,
R01094,-23.3,2.7,8.5,0.1,298.15,
R01095,-11.7,4.9,8.5,0.1,298.15,
R01096,-25.4,4.8,8.5,0.1,298.15,
R01097,-22.3,2.7,8.5,0.1,298.15,
R01098,-175.5,9.3,8.5,0.1,298.15,
R01099,-116.6,9.0,8.5,0.1,298.15,
R01100,-10.9,2.1,8.5,0.1,298.15,
R01101,-10.7,3.4,8.5,0.1,298.15,
R01103,1.1,8.5,8.5,0.1,298.15,
R01104,-3.3,5.9,8.5,0.1,298.15,
R01105,-179.6,2.9,8.5,0.1,298.15,
R01106,,,8.5,0.1,298.15,uncertainty is too high
R01108,,,8.5,0.1,298.15,uncertainty is too high
R01109,0.0,18.1,8.5,0.1,298.15,
R01110,-0.2,18.2,8.5,0.1,298.15,
R01111,0.5,5.8,8.5,0.1,298.15,
R01113,23.7,13.1,8.5,0.1,298.15,
R01115,,,8.5,0.1,298.15,uncertainty is too high
R01117,,,8.5,0.1,298.15,uncertainty is too high
R01119,,,8.5,0.1,298.15,uncertainty is too high
R01120,,,8.5,0.1,298.15,uncertainty is too high
R01121,-32.1,7.9,8.5,0.1,298.15,
R01122,,,8.5,0.1,298.15,uncertainty is too high
R01123,-4.9,5.8,8.5,0.1,298.15,
R01126,-5.0,3.7,8.5,0.1,298.15,
R01127,18.3,10.7,8.5,0.1,298.15,
R01128,-8.8,3.8,8.5,0.1,298.15,
R01130,12.8,7.7,8.5,0.1,298.15,
R01131,-28.9,3.7,8.5,0.1,298.15,
R01132,32.7,3.1,8.5,0.1,298.15,
R01134,,,8.5,0.1,298.15,uncertainty is too high
R01135,-4.2,4.2,8.5,0.1,298.15,
R01137,3.1,2.9,8.5,0.1,298.15,
R01138,16.5,3.0,8.5,0.1,298.15,
R01139,-28.4,2.9,8.5,0.1,298.15,
R01140,-25.9,3.0,8.5,0.1,298.15,
R01142,-370.5,10.2,8.5,0.1,298.15,
R01143,-371.5,10.2,8.5,0.1,298.15,
R01144,-8.8,7.7,8.5,0.1,298.15,
R01145,,,8.5,0.1,298.15,uncertainty is too high
R01146,,,8.5,0.1,298.15,uncertainty is too high
R01147,-1.7,15.1,8.5,0.1,298.15,
R01148,0.3,4.3,8.5,0.1,298.15,
R01149,-5.6,7.0,8.5,0.1,298.15,
R01150,-31.6,8.2,8.5,0.1,298.15,
R01151,-94.1,11.9,8.5,0.1,298.15,
R01152,-35.6,13.1,8.5,0.1,298.15,
R01153,,,8.5,0.1,298.15,uncertainty is too high
R01154,-35.7,11.0,8.5,0.1,298.15,
R01155,1.7,8.7,8.5,0.1,298.15,
R01156,-3.4,11.0,8.5,0.1,298.15,
R01157,-57.9,15.5,8.5,0.1,298.15,
R01158,-24.5,16.4,8.5,0.1,298.15,
R01159,,,8.5,0.1,298.15,uncertainty is too high
R01160,-36.1,4.1,8.5,0.1,298.15,
R01161,-13.3,3.2,8.5,0.1,298.15,
R01163,-42.5,16.6,8.5,0.1,298.15,
R01164,-51.5,11.7,8.5,0.1,298.15,
R01166,1.5,20.4,8.5,0.1,298.15,
R01167,-26.0,7.0,8.5,0.1,298.15,
R01168,4.6,2.1,8.5,0.1,298.15,
R01169,,,8.5,0.1,298.15,uncertainty is too high
R01171,48.4,30.6,8.5,0.1,298.15,
R01172,-15.6,5.6,8.5,0.1,298.15,
R01173,-14.7,5.6,8.5,0.1,298.15,
R01174,20.1,31.2,8.5,0.1,298.15,
R01175,48.5,31.2,8.5,0.1,298.15,
R01176,-6.8,6.5,8.5,0.1,298.15,
R01177,33.6,31.8,8.5,0.1,298.15,
R01178,,,8.5,0.1,298.15,uncertainty is too high
R01179,-4.1,30.9,8.5,0.1,298.15,
R01180,41.5,5.0,8.5,0.1,298.15,
R01181,-2.7,31.1,8.5,0.1,298.15,
R01182,-13.8,2.8,8.5,0.1,298.15,
R01183,-4.8,3.2,8.5,0.1,298.15,
R01184,-414.9,16.8,8.5,0.1,298.15,
R01185,-20.2,30.9,8.5,0.1,298.15,
R01186,-20.2,30.9,8.5,0.1,298.15,
R01187,-20.2,30.9,8.5,0.1,298.15,
R01188,,,8.5,0.1,298.15,uncertainty is too high
R01189,,,8.5,0.1,298.15,uncertainty is too high
R01190,,,8.5,0.1,298.15,uncertainty is too high
R01192,-24.6,4.9,8.5,0.1,298.15,
R01193,,,8.5,0.1,298.15,uncertainty is too high
R01194,-4.4,4.6,8.5,0.1,298.15,
R01195,-12.0,11.7,8.5,0.1,298.15,
R01196,21.8,13.2,8.5,0.1,298.15,
R01197,13.7,13.9,8.5,0.1,298.15,
R01199,-2.6,15.9,8.5,0.1,298.15,
R01200,-11.7,4.8,8.5,0.1,298.15,
R01201,-19.6,5.0,8.5,0.1,298.15,
R01202,-46.7,4.2,8.5,0.1,298.15,
R01203,-171.6,9.3,8.5,0.1,298.15,
R01204,-27.4,7.8,8.5,0.1,298.15,
R01205,-22.1,5.3,8.5,0.1,298.15,
R01206,-12.1,5.3,8.5,0.1,298.15,
R01207,3.7,4.1,8.5,0.1,298.15,
R01209,-35.6,6.0,8.5,0.1,298.15,
R01210,-24.0,8.0,8.5,0.1,298.15,
R01211,1.4,11.5,8.5,0.1,298.15,
R01212,33.0,6.9,8.5,0.1,298.15,
R01213,34.4,7.0,8.5,0.1,298.15,
R01214,3.0,6.9,8.5,0.1,298.15,
R01215,3.3,6.9,8.5,0.1,298.15,
R01216,19.9,9.8,8.5,0.1,298.15,
R01217,-42.2,14.2,8.5,0.1,298.15,
R01218,1.9,2.2,8.5,0.1,298.15,
R01220,2.9,2.3,8.5,0.1,298.15,
R01221,22.3,7.2,8.5,0.1,298.15,
R01224,30.2,8.3,8.5,0.1,298.15,
R01225,3.3,4.3,8.5,0.1,298.15,
R01226,5.7,11.3,8.5,0.1,298.15,
R01227,-5.2,6.7,8.5,0.1,298.15,
R01228,-28.7,6.7,8.5,0.1,298.15,
R01229,35.5,4.4,8.5,0.1,298.15,
R01230,,,8.5,0.1,298.15,uncertainty is too high
R01231,,,8.5,0.1,298.15,uncertainty is too high
R01232,,,8.5,0.1,298.15,uncertainty is too high
R01233,-50.1,6.9,8.5,0.1,298.15,
R01234,,,8.5,0.1,298.15,uncertainty is too high
R01235,,,8.5,0.1,298.15,uncertainty is too high
R01236,,,8.5,0.1,298.15,uncertainty is too high
R01237,,,8.5,0.1,298.15,uncertainty is too high
R01238,-2.2,12.1,8.5,0.1,298.15,
R01239,,,8.5,0.1,298.15,uncertainty is too high
R01240,-68.6,13.5,8.5,0.1,298.15,
R01241,77.4,10.4,8.5,0.1,298.15,
R01242,,,8.5,0.1,298.15,uncertainty is too high
R01243,,,8.5,0.1,298.15,uncertainty is too high
R01244,-15.2,3.2,8.5,0.1,298.15,
R01245,-4.8,3.5,8.5,0.1,298.15,
R01246,15.4,3.0,8.5,0.1,298.15,
R01248,34.1,5.8,8.5,0.1,298.15,
R01249,16.3,2.9,8.5,0.1,298.15,
