!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R00628,,,7.5,0.1,298.15,uncertainty is too high
R00629,,,7.5,0.1,298.15,uncertainty is too high
R00630,,,7.5,0.1,298.15,uncertainty is too high
R00631,,,7.5,0.1,298.15,uncertainty is too high
R00634,,,7.5,0.1,298.15,uncertainty is too high
R00635,,,7.5,0.1,298.15,uncertainty is too high
R00636,,,7.5,0.1,298.15,uncertainty is too high
R00637,,,7.5,0.1,298.15,uncertainty is too high
R00638,,,7.5,0.1,298.15,uncertainty is too high
R00639,,,7.5,0.1,298.15,uncertainty is too high
R00640,,,7.5,0.1,298.15,uncertainty is too high
R00643,,,7.5,0.1,298.15,uncertainty is too high
R00644,,,7.5,0.1,298.15,uncertainty is too high
R00645,,,7.5,0.1,298.15,uncertainty is too high
R00646,,,7.5,0.1,298.15,uncertainty is too high
R00647,,,7.5,0.1,298.15,uncertainty is too high
R00648,-105.6,9.1,7.5,0.1,298.15,
R00649,,,7.5,0.1,298.15,uncertainty is too high
R00650,,,7.5,0.1,298.15,uncertainty is too high
R00651,-59.9,14.3,7.5,0.1,298.15,
R00652,-18.1,4.8,7.5,0.1,298.15,
R00653,-24.9,18.6,7.5,0.1,298.15,
R00654,-10.0,8.9,7.5,0.1,298.15,
R00655,-2.6,2.4,7.5,0.1,298.15,
R00656,-20.9,6.6,7.5,0.1,298.15,
R00657,,,7.5,0.1,298.15,uncertainty is too high
R00658,-4.1,0.6,7.5,0.1,298.15,
R00659,27.7,2.7,7.5,0.1,298.15,
R00660,-12.3,7.3,7.5,0.1,298.15,
R00661,17.0,5.8,7.5,0.1,298.15,
R00662,-33.6,7.6,7.5,0.1,298.15,
R00664,-81.8,51.5,7.5,0.1,298.15,
R00665,-18.2,9.8,7.5,0.1,298.15,
R00666,54.4,13.5,7.5,0.1,298.15,
R00667,-19.9,8.7,7.5,0.1,298.15,
R00668,-16.6,11.4,7.5,0.1,298.15,
R00669,0.2,6.7,7.5,0.1,298.15,
R00670,-40.4,10.6,7.5,0.1,298.15,
R00671,-22.5,8.2,7.5,0.1,298.15,
R00672,-21.7,9.5,7.5,0.1,298.15,
R00673,21.1,1.3,7.5,0.1,298.15,
R00674,-49.7,2.2,7.5,0.1,298.15,
R00675,-1.8,10.0,7.5,0.1,298.15,
R00676,-0.8,10.0,7.5,0.1,298.15,
R00677,-132.4,12.9,7.5,0.1,298.15,
R00678,-339.1,12.7,7.5,0.1,298.15,
R00679,-478.8,13.1,7.5,0.1,298.15,
R00681,-388.8,12.7,7.5,0.1,298.15,
R00682,1.2,10.7,7.5,0.1,298.15,
R00683,,,7.5,0.1,298.15,uncertainty is too high
R00684,-36.9,10.0,7.5,0.1,298.15,
R00685,-30.4,11.3,7.5,0.1,298.15,
R00686,-47.4,7.9,7.5,0.1,298.15,
R00687,,,7.5,0.1,298.15,uncertainty is too high
R00688,34.6,4.1,7.5,0.1,298.15,
R00689,-96.0,9.3,7.5,0.1,298.15,
R00690,-474.9,11.8,7.5,0.1,298.15,
R00691,-72.9,21.5,7.5,0.1,298.15,
R00692,-0.3,4.2,7.5,0.1,298.15,
R00693,-32.8,8.5,7.5,0.1,298.15,
R00694,-0.5,4.1,7.5,0.1,298.15,
R00695,3.4,4.2,7.5,0.1,298.15,
R00697,-3.4,1.1,7.5,0.1,298.15,
R00698,-323.0,11.7,7.5,0.1,298.15,
R00699,-26.5,9.9,7.5,0.1,298.15,
R00700,-37.4,5.9,7.5,0.1,298.15,
R00702,-148.2,44.5,7.5,0.1,298.15,
R00703,24.6,0.9,7.5,0.1,298.15,
R00704,21.6,4.1,7.5,0.1,298.15,
R00705,-24.5,10.4,7.5,0.1,298.15,
R00706,-23.6,10.4,7.5,0.1,298.15,
R00707,-57.1,10.6,7.5,0.1,298.15,
R00708,-56.1,10.6,7.5,0.1,298.15,
R00709,5.4,6.3,7.5,0.1,298.15,
R00710,-52.7,2.6,7.5,0.1,298.15,
R00711,-51.7,2.6,7.5,0.1,298.15,
R00713,-38.6,4.7,7.5,0.1,298.15,
R00714,-37.6,4.7,7.5,0.1,298.15,
R00715,35.3,5.8,7.5,0.1,298.15,
R00716,36.3,5.8,7.5,0.1,298.15,
R00717,41.7,1.7,7.5,0.1,298.15,
R00719,-32.3,2.9,7.5,0.1,298.15,
R00720,-12.9,5.8,7.5,0.1,298.15,
R00722,3.7,2.9,7.5,0.1,298.15,
R00723,-72.4,17.7,7.5,0.1,298.15,
R00724,21.4,2.9,7.5,0.1,298.15,
R00725,-23.5,3.0,7.5,0.1,298.15,
R00726,6.9,6.7,7.5,0.1,298.15,
R00727,-4.9,3.9,7.5,0.1,298.15,
R00728,-26.7,8.6,7.5,0.1,298.15,
R00729,-95.5,9.3,7.5,0.1,298.15,
R00730,,,7.5,0.1,298.15,uncertainty is too high
R00731,-421.4,11.8,7.5,0.1,298.15,
R00732,-17.6,21.5,7.5,0.1,298.15,
R00733,-16.7,21.5,7.5,0.1,298.15,
R00734,-0.0,4.1,7.5,0.1,298.15,
R00735,-81.7,13.3,7.5,0.1,298.15,
R00736,-67.1,10.0,7.5,0.1,298.15,
R00737,-38.4,8.6,7.5,0.1,298.15,
R00739,-48.9,7.9,7.5,0.1,298.15,
R00740,-8.6,8.9,7.5,0.1,298.15,
R00742,-6.0,3.0,7.5,0.1,298.15,
R00743,-8.6,4.6,7.5,0.1,298.15,
R00744,46.2,2.2,7.5,0.1,298.15,
R00746,19.8,0.9,7.5,0.1,298.15,
R00747,-76.5,14.3,7.5,0.1,298.15,
R00748,-39.6,5.0,7.5,0.1,298.15,
R00749,-36.1,6.8,7.5,0.1,298.15,
R00750,-10.2,3.5,7.5,0.1,298.15,
R00751,9.9,4.4,7.5,0.1,298.15,
R00753,23.3,3.7,7.5,0.1,298.15,
R00754,18.8,0.6,7.5,0.1,298.15,
R00755,,,7.5,0.1,298.15,uncertainty is too high
R00756,-17.6,1.3,7.5,0.1,298.15,
R00758,8.3,2.4,7.5,0.1,298.15,
R00760,-17.2,1.2,7.5,0.1,298.15,
R00761,-50.1,4.0,7.5,0.1,298.15,
R00762,-10.9,1.4,7.5,0.1,298.15,
R00763,-31.4,5.9,7.5,0.1,298.15,
R00764,-5.3,1.4,7.5,0.1,298.15,
R00765,2.8,4.1,7.5,0.1,298.15,
R00766,0.9,6.1,7.5,0.1,298.15,
R00767,-17.1,4.7,7.5,0.1,298.15,
R00768,-14.3,4.4,7.5,0.1,298.15,
R00769,-15.1,2.8,7.5,0.1,298.15,
R00770,-21.4,3.1,7.5,0.1,298.15,
R00771,2.5,0.8,7.5,0.1,298.15,
R00772,-0.7,2.3,7.5,0.1,298.15,
R00774,25.2,11.0,7.5,0.1,298.15,
R00775,-28.4,13.8,7.5,0.1,298.15,
R00776,4.9,3.4,7.5,0.1,298.15,
R00777,-62.9,11.5,7.5,0.1,298.15,
R00778,,,7.5,0.1,298.15,uncertainty is too high
R00781,-351.1,10.2,7.5,0.1,298.15,
R00782,-5.5,8.5,7.5,0.1,298.15,
R00783,,,7.5,0.1,298.15,uncertainty is too high
R00784,,,7.5,0.1,298.15,uncertainty is too high
R00785,,,7.5,0.1,298.15,uncertainty is too high
R00787,,,7.5,0.1,298.15,uncertainty is too high
R00789,,,7.5,0.1,298.15,uncertainty is too high
R00790,440.6,35.6,7.5,0.1,298.15,
R00791,158.8,14.3,7.5,0.1,298.15,
R00792,,,7.5,0.1,298.15,uncertainty is too high
R00793,,,7.5,0.1,298.15,uncertainty is too high
R00794,140.0,8.3,7.5,0.1,298.15,
R00796,140.9,8.3,7.5,0.1,298.15,
R00798,,,7.5,0.1,298.15,uncertainty is too high
R00799,,,7.5,0.1,298.15,uncertainty is too high
R00800,-174.3,17.4,7.5,0.1,298.15,
R00801,-24.8,2.5,7.5,0.1,298.15,
R00802,-24.8,2.5,7.5,0.1,298.15,
R00803,-8.6,2.0,7.5,0.1,298.15,
R00804,,,7.5,0.1,298.15,uncertainty is too high
R00805,-14.8,5.9,7.5,0.1,298.15,
R00806,-2.5,2.0,7.5,0.1,298.15,
R00807,-6.8,8.9,7.5,0.1,298.15,
R00808,,,7.5,0.1,298.15,uncertainty is too high
R00809,-23.5,9.1,7.5,0.1,298.15,
R00810,-17.6,5.3,7.5,0.1,298.15,
R00811,,,7.5,0.1,298.15,uncertainty is too high
R00812,-81.4,23.0,7.5,0.1,298.15,
R00813,-88.9,24.0,7.5,0.1,298.15,
R00814,-80.4,23.0,7.5,0.1,298.15,
R00815,-440.5,15.3,7.5,0.1,298.15,
R00816,-258.9,11.5,7.5,0.1,298.15,
R00817,-315.1,11.7,7.5,0.1,298.15,
R00818,-447.8,15.6,7.5,0.1,298.15,
R00821,-8.2,17.5,7.5,0.1,298.15,
R00822,-8.2,17.5,7.5,0.1,298.15,
R00823,-466.7,15.6,7.5,0.1,298.15,
R00825,-467.7,15.6,7.5,0.1,298.15,
R00827,,,7.5,0.1,298.15,uncertainty is too high
R00828,,,7.5,0.1,298.15,uncertainty is too high
R00829,,,7.5,0.1,298.15,uncertainty is too high
R00830,18.1,8.2,7.5,0.1,298.15,
R00832,-18.4,11.2,7.5,0.1,298.15,
R00833,-7.6,4.1,7.5,0.1,298.15,
R00834,11.2,3.4,7.5,0.1,298.15,
R00835,-5.2,2.6,7.5,0.1,298.15,
R00836,-17.7,3.7,7.5,0.1,298.15,
R00837,-9.7,3.8,7.5,0.1,298.15,
R00838,-19.1,4.8,7.5,0.1,298.15,
R00839,-19.1,4.8,7.5,0.1,298.15,
R00841,-10.6,4.1,7.5,0.1,298.15,
R00842,23.5,1.5,7.5,0.1,298.15,
R00844,24.4,1.6,7.5,0.1,298.15,
R00845,30.0,1.9,7.5,0.1,298.15,
R00846,-107.1,8.4,7.5,0.1,298.15,
R00847,-18.0,4.1,7.5,0.1,298.15,
R00848,12.2,6.1,7.5,0.1,298.15,
R00849,,,7.5,0.1,298.15,uncertainty is too high
R00850,-1.8,4.1,7.5,0.1,298.15,
R00851,,,7.5,0.1,298.15,uncertainty is too high
R00853,-12.0,5.3,7.5,0.1,298.15,
R00854,-16.9,5.3,7.5,0.1,298.15,
R00855,-41.5,17.0,7.5,0.1,298.15,
R00856,3.6,3.3,7.5,0.1,298.15,
R00857,,,7.5,0.1,298.15,uncertainty is too high
R00858,118.6,9.4,7.5,0.1,298.15,
R00859,172.1,36.1,7.5,0.1,298.15,
R00860,,,7.5,0.1,298.15,uncertainty is too high
R00861,,,7.5,0.1,298.15,uncertainty is too high
R00863,,,7.5,0.1,298.15,uncertainty is too high
R00864,,,7.5,0.1,298.15,uncertainty is too high
R00865,,,7.5,0.1,298.15,uncertainty is too high
R00866,-18.0,2.6,7.5,0.1,298.15,
R00867,-17.2,1.2,7.5,0.1,298.15,
R00868,7.6,2.4,7.5,0.1,298.15,
R00870,8.5,2.4,7.5,0.1,298.15,
R00871,10.7,4.0,7.5,0.1,298.15,
R00872,-33.8,5.0,7.5,0.1,298.15,
R00873,,,7.5,0.1,298.15,uncertainty is too high
R00874,-15.6,3.0,7.5,0.1,298.15,
R00875,9.3,1.9,7.5,0.1,298.15,
R00876,-20.9,3.1,7.5,0.1,298.15,
R00877,-2.8,1.8,7.5,0.1,298.15,
R00878,-0.1,0.6,7.5,0.1,298.15,
R00880,-17.8,6.9,7.5,0.1,298.15,
R00881,-32.8,6.9,7.5,0.1,298.15,
R00883,6.8,6.4,7.5,0.1,298.15,
R00885,-3.0,5.8,7.5,0.1,298.15,
R00888,-51.3,7.9,7.5,0.1,298.15,
R00889,1.7,5.8,7.5,0.1,298.15,
R00890,220.5,7.4,7.5,0.1,298.15,
R00891,-23.1,8.5,7.5,0.1,298.15,
R00892,-8.6,13.0,7.5,0.1,298.15,
R00893,,,7.5,0.1,298.15,uncertainty is too high
R00894,-33.4,9.5,7.5,0.1,298.15,
R00895,-16.9,9.1,7.5,0.1,298.15,
R00896,-10.2,9.3,7.5,0.1,298.15,
R00897,-49.1,10.4,7.5,0.1,298.15,
R00899,6.8,9.5,7.5,0.1,298.15,
R00900,7.9,8.5,7.5,0.1,298.15,
R00901,,,7.5,0.1,298.15,uncertainty is too high
R00903,-9.5,8.5,7.5,0.1,298.15,
R00904,-47.0,11.8,7.5,0.1,298.15,
R00905,-51.7,13.8,7.5,0.1,298.15,
R00906,27.7,12.7,7.5,0.1,298.15,
R00907,4.0,5.8,7.5,0.1,298.15,
R00908,-4.3,5.9,7.5,0.1,298.15,
R00909,-14.2,11.0,7.5,0.1,298.15,
R00910,-38.3,11.4,7.5,0.1,298.15,
R00911,-0.8,16.3,7.5,0.1,298.15,
R00912,-26.9,15.3,7.5,0.1,298.15,
R00913,-64.0,15.2,7.5,0.1,298.15,
R00914,-1516.0,18.5,7.5,0.1,298.15,
R00915,-322.8,12.3,7.5,0.1,298.15,
R00916,,,7.5,0.1,298.15,uncertainty is too high
R00917,,,7.5,0.1,298.15,uncertainty is too high
R00918,-137.3,66.0,7.5,0.1,298.15,
R00919,59.5,6.5,7.5,0.1,298.15,
R00920,15.0,5.8,7.5,0.1,298.15,
R00921,17.5,6.5,7.5,0.1,298.15,
R00922,-27.7,8.5,7.5,0.1,298.15,
R00923,-16.7,11.8,7.5,0.1,298.15,
R00924,47.3,8.7,7.5,0.1,298.15,
R00925,4.4,5.8,7.5,0.1,298.15,
R00926,,,7.5,0.1,298.15,uncertainty is too high
R00927,32.1,5.6,7.5,0.1,298.15,
R00928,10.7,5.9,7.5,0.1,298.15,
R00930,-2.2,10.4,7.5,0.1,298.15,
R00931,42.0,8.6,7.5,0.1,298.15,
R00932,41.2,7.7,7.5,0.1,298.15,
R00934,-14.3,6.0,7.5,0.1,298.15,
R00935,-28.6,9.2,7.5,0.1,298.15,
R00936,23.0,2.3,7.5,0.1,298.15,
R00937,37.7,7.4,7.5,0.1,298.15,
R00939,24.0,2.2,7.5,0.1,298.15,
R00940,39.6,7.3,7.5,0.1,298.15,
R00941,-37.6,7.0,7.5,0.1,298.15,
R00942,-29.8,6.0,7.5,0.1,298.15,
R00943,-4.1,3.8,7.5,0.1,298.15,
R00944,-24.4,3.9,7.5,0.1,298.15,
R00945,6.6,2.5,7.5,0.1,298.15,
R00946,-10.2,10.2,7.5,0.1,298.15,
R00947,-16.2,1.6,7.5,0.1,298.15,
R00948,-7.1,2.7,7.5,0.1,298.15,
R00949,-18.6,6.1,7.5,0.1,298.15,
R00951,-32.0,2.7,7.5,0.1,298.15,
R00952,3.3,3.4,7.5,0.1,298.15,
R00953,2.2,5.8,7.5,0.1,298.15,
R00954,3.0,5.8,7.5,0.1,298.15,
R00955,-2.9,3.4,7.5,0.1,298.15,
R00956,0.1,4.1,7.5,0.1,298.15,
R00957,-17.8,3.7,7.5,0.1,298.15,
R00959,-7.4,1.5,7.5,0.1,298.15,
R00960,-6.3,6.6,7.5,0.1,298.15,
R00961,3.1,6.5,7.5,0.1,298.15,
R00962,-17.5,6.2,7.5,0.1,298.15,
R00963,-9.0,8.2,7.5,0.1,298.15,
R00964,-19.6,8.2,7.5,0.1,298.15,
R00965,-26.7,16.9,7.5,0.1,298.15,
R00966,17.4,8.6,7.5,0.1,298.15,
R00967,-17.0,9.5,7.5,0.1,298.15,
R00968,-17.1,8.6,7.5,0.1,298.15,
R00969,-42.8,38.5,7.5,0.1,298.15,
R00970,-23.3,8.7,7.5,0.1,298.15,
R00973,-16.5,14.8,7.5,0.1,298.15,
R00974,-26.9,14.2,7.5,0.1,298.15,
R00975,-131.7,10.9,7.5,0.1,298.15,
R00976,,,7.5,0.1,298.15,uncertainty is too high
R00977,-1.1,7.3,7.5,0.1,298.15,
R00978,-0.2,7.3,7.5,0.1,298.15,
R00979,,,7.5,0.1,298.15,uncertainty is too high
R00980,-459.5,14.2,7.5,0.1,298.15,
R00982,-11.3,11.6,7.5,0.1,298.15,
R00983,-449.3,18.3,7.5,0.1,298.15,
R00984,,,7.5,0.1,298.15,uncertainty is too high
R00985,-66.7,13.7,7.5,0.1,298.15,
R00986,-78.2,13.8,7.5,0.1,298.15,
R00987,-56.8,12.3,7.5,0.1,298.15,
R00988,-34.8,13.0,7.5,0.1,298.15,
R00989,-19.0,10.3,7.5,0.1,298.15,
R00990,-8.2,12.9,7.5,0.1,298.15,
R00991,-139.1,12.8,7.5,0.1,298.15,
R00993,-233.9,11.1,7.5,0.1,298.15,
R00994,3.2,9.3,7.5,0.1,298.15,
R00995,20.9,9.5,7.5,0.1,298.15,
R00996,-24.8,8.2,7.5,0.1,298.15,
R00997,31.1,16.7,7.5,0.1,298.15,
R00998,23.0,7.6,7.5,0.1,298.15,
R00999,-60.8,9.2,7.5,0.1,298.15,
R01000,16.3,3.4,7.5,0.1,298.15,
R01001,2.1,12.0,7.5,0.1,298.15,
R01003,-13.7,42.1,7.5,0.1,298.15,
R01004,-29.5,42.9,7.5,0.1,298.15,
R01005,,,7.5,0.1,298.15,uncertainty is too high
R01006,,,7.5,0.1,298.15,uncertainty is too high
R01007,4.2,44.7,7.5,0.1,298.15,
R01008,,,7.5,0.1,298.15,uncertainty is too high
R01009,,,7.5,0.1,298.15,uncertainty is too high
R01010,-12.3,4.3,7.5,0.1,298.15,
R01011,-16.3,4.3,7.5,0.1,298.15,
R01012,-41.4,4.4,7.5,0.1,298.15,
R01013,,,7.5,0.1,298.15,uncertainty is too high
R01014,19.4,5.8,7.5,0.1,298.15,
R01015,-5.5,1.1,7.5,0.1,298.15,
R01016,-56.1,3.8,7.5,0.1,298.15,
R01018,-14.3,41.5,7.5,0.1,298.15,
R01019,-111.3,44.8,7.5,0.1,298.15,
R01021,-20.4,1.0,7.5,0.1,298.15,
R01022,-114.3,8.5,7.5,0.1,298.15,
R01023,-9.6,2.0,7.5,0.1,298.15,
R01025,,,7.5,0.1,298.15,uncertainty is too high
R01026,-23.2,2.1,7.5,0.1,298.15,
R01027,,,7.5,0.1,298.15,uncertainty is too high
R01028,,,7.5,0.1,298.15,uncertainty is too high
R01029,,,7.5,0.1,298.15,uncertainty is too high
R01030,,,7.5,0.1,298.15,uncertainty is too high
R01031,,,7.5,0.1,298.15,uncertainty is too high
R01032,,,7.5,0.1,298.15,uncertainty is too high
R01033,,,7.5,0.1,298.15,uncertainty is too high
R01034,21.7,3.6,7.5,0.1,298.15,
R01036,36.7,4.0,7.5,0.1,298.15,
R01039,22.7,3.6,7.5,0.1,298.15,
R01041,37.7,4.0,7.5,0.1,298.15,
R01043,-23.1,4.7,7.5,0.1,298.15,
R01044,1.9,4.6,7.5,0.1,298.15,
R01045,,,7.5,0.1,298.15,uncertainty is too high
R01047,-35.1,4.2,7.5,0.1,298.15,
R01048,-37.2,4.2,7.5,0.1,298.15,
R01049,-2.6,2.9,7.5,0.1,298.15,
R01050,-13.9,4.6,7.5,0.1,298.15,
R01051,-27.5,3.4,7.5,0.1,298.15,
R01052,0.8,7.3,7.5,0.1,298.15,
R01053,-37.9,4.5,7.5,0.1,298.15,
R01054,-27.7,7.3,7.5,0.1,298.15,
R01055,-37.1,5.1,7.5,0.1,298.15,
R01056,2.0,1.5,7.5,0.1,298.15,
R01057,-11.7,3.0,7.5,0.1,298.15,
R01058,-41.8,1.1,7.5,0.1,298.15,
R01059,-25.7,2.8,7.5,0.1,298.15,
R01061,4.4,0.8,7.5,0.1,298.15,
R01063,5.4,1.0,7.5,0.1,298.15,
R01064,13.1,5.8,7.5,0.1,298.15,
R01066,20.2,3.0,7.5,0.1,298.15,
R01067,10.1,3.8,7.5,0.1,298.15,
R01068,20.0,1.0,7.5,0.1,298.15,
R01069,18.1,4.4,7.5,0.1,298.15,
R01070,18.1,4.4,7.5,0.1,298.15,
R01071,,,7.5,0.1,298.15,uncertainty is too high
R01072,57.3,5.1,7.5,0.1,298.15,
R01073,56.3,11.5,7.5,0.1,298.15,
R01074,,,7.5,0.1,298.15,uncertainty is too high
R01075,,,7.5,0.1,298.15,uncertainty is too high
R01076,,,7.5,0.1,298.15,uncertainty is too high
R01077,,,7.5,0.1,298.15,uncertainty is too high
R01078,,,7.5,0.1,298.15,uncertainty is too high
R01079,-52.0,4.2,7.5,0.1,298.15,
R01080,-11.2,4.3,7.5,0.1,298.15,
R01081,2.7,1.7,7.5,0.1,298.15,
R01082,3.4,0.6,7.5,0.1,298.15,
R01083,10.2,2.7,7.5,0.1,298.15,
R01085,-49.9,6.8,7.5,0.1,298.15,
R01086,12.5,5.8,7.5,0.1,298.15,
R01087,-6.2,6.3,7.5,0.1,298.15,
R01088,33.9,3.1,7.5,0.1,298.15,
R01089,-17.5,6.8,7.5,0.1,298.15,
R01090,-1.2,3.1,7.5,0.1,298.15,
R01091,7.1,5.7,7.5,0.1,298.15,
R01092,-13.4,3.8,7.5,0.1,298.15,
R01093,-16.4,4.8,7.5,0.1,298.15,
R01094,-17.6,2.7,7.5,0.1,298.15,
R01095,-17.4,4.9,7.5,0.1,298.15,
R01096,-19.7,4.8,7.5,0.1,298.15,
R01097,-16.6,2.7,7.5,0.1,298.15,
R01098,-169.8,9.3,7.5,0.1,298.15,
R01099,-116.6,9.0,7.5,0.1,298.15,
R01100,-10.9,2.1,7.5,0.1,298.15,
R01101,-10.7,3.4,7.5,0.1,298.15,
R01103,1.1,8.5,7.5,0.1,298.15,
R01104,-3.3,5.9,7.5,0.1,298.15,
R01105,-236.6,2.9,7.5,0.1,298.15,
R01106,,,7.5,0.1,298.15,uncertainty is too high
R01108,,,7.5,0.1,298.15,uncertainty is too high
R01109,-1.3,18.1,7.5,0.1,298.15,
R01110,-1.4,18.2,7.5,0.1,298.15,
R01111,0.6,5.8,7.5,0.1,298.15,
R01113,22.3,13.1,7.5,0.1,298.15,
R01115,,,7.5,0.1,298.15,uncertainty is too high
R01117,,,7.5,0.1,298.15,uncertainty is too high
R01119,,,7.5,0.1,298.15,uncertainty is too high
R01120,,,7.5,0.1,298.15,uncertainty is too high
R01121,-32.5,7.9,7.5,0.1,298.15,
R01122,,,7.5,0.1,298.15,uncertainty is too high
R01123,-4.9,5.8,7.5,0.1,298.15,
R01126,-5.2,3.7,7.5,0.1,298.15,
R01127,18.3,10.7,7.5,0.1,298.15,
R01128,-8.1,3.8,7.5,0.1,298.15,
R01130,18.6,7.7,7.5,0.1,298.15,
R01131,-23.3,3.7,7.5,0.1,298.15,
R01132,28.4,3.1,7.5,0.1,298.15,
R01134,,,7.5,0.1,298.15,uncertainty is too high
R01135,6.5,4.2,7.5,0.1,298.15,
R01137,3.1,2.9,7.5,0.1,298.15,
R01138,22.0,3.0,7.5,0.1,298.15,
R01139,-22.9,2.9,7.5,0.1,298.15,
R01140,-20.3,3.0,7.5,0.1,298.15,
R01142,-376.2,10.2,7.5,0.1,298.15,
R01143,-377.2,10.2,7.5,0.1,298.15,
R01144,-3.1,7.7,7.5,0.1,298.15,
R01145,,,7.5,0.1,298.15,uncertainty is too high
R01146,,,7.5,0.1,298.15,uncertainty is too high
R01147,-1.4,15.1,7.5,0.1,298.15,
R01148,0.4,4.3,7.5,0.1,298.15,
R01149,-5.0,7.0,7.5,0.1,298.15,
R01150,-26.7,8.2,7.5,0.1,298.15,
R01151,-93.2,11.9,7.5,0.1,298.15,
R01152,-46.3,13.1,7.5,0.1,298.15,
R01153,,,7.5,0.1,298.15,uncertainty is too high
R01154,-24.7,11.0,7.5,0.1,298.15,
R01155,2.3,8.7,7.5,0.1,298.15,
R01156,-8.2,11.0,7.5,0.1,298.15,
R01157,-57.9,15.5,7.5,0.1,298.15,
R01158,-12.7,16.4,7.5,0.1,298.15,
R01159,,,7.5,0.1,298.15,uncertainty is too high
R01160,-30.2,4.1,7.5,0.1,298.15,
R01161,-13.1,3.2,7.5,0.1,298.15,
R01163,-34.5,16.6,7.5,0.1,298.15,
R01164,-41.2,11.7,7.5,0.1,298.15,
R01166,2.0,20.4,7.5,0.1,298.15,
R01167,-26.7,7.0,7.5,0.1,298.15,
R01168,5.0,2.1,7.5,0.1,298.15,
R01169,,,7.5,0.1,298.15,uncertainty is too high
R01171,54.1,30.6,7.5,0.1,298.15,
R01172,-10.5,5.6,7.5,0.1,298.15,
R01173,-9.5,5.6,7.5,0.1,298.15,
R01174,20.8,31.2,7.5,0.1,298.15,
R01175,42.8,31.2,7.5,0.1,298.15,
R01176,-2.2,6.5,7.5,0.1,298.15,
R01177,35.0,31.8,7.5,0.1,298.15,
R01178,,,7.5,0.1,298.15,uncertainty is too high
R01179,-4.1,30.9,7.5,0.1,298.15,
R01180,35.2,5.0,7.5,0.1,298.15,
R01181,-2.7,31.1,7.5,0.1,298.15,
R01182,-8.2,2.8,7.5,0.1,298.15,
R01183,2.3,3.2,7.5,0.1,298.15,
R01184,-409.2,16.8,7.5,0.1,298.15,
R01185,-20.3,30.9,7.5,0.1,298.15,
R01186,-20.3,30.9,7.5,0.1,298.15,
R01187,-20.3,30.9,7.5,0.1,298.15,
R01188,,,7.5,0.1,298.15,uncertainty is too high
R01189,,,7.5,0.1,298.15,uncertainty is too high
R01190,,,7.5,0.1,298.15,uncertainty is too high
R01192,-19.0,4.9,7.5,0.1,298.15,
R01193,,,7.5,0.1,298.15,uncertainty is too high
R01194,-4.4,4.6,7.5,0.1,298.15,
R01195,-17.8,11.7,7.5,0.1,298.15,
R01196,16.5,13.2,7.5,0.1,298.15,
R01197,8.4,13.9,7.5,0.1,298.15,
R01199,2.6,15.9,7.5,0.1,298.15,
R01200,-9.5,4.8,7.5,0.1,298.15,
R01201,-14.0,5.0,7.5,0.1,298.15,
R01202,-35.3,4.2,7.5,0.1,298.15,
R01203,-165.8,9.3,7.5,0.1,298.15,
R01204,-23.3,7.8,7.5,0.1,298.15,
R01205,-16.5,5.3,7.5,0.1,298.15,
R01206,-86.3,5.3,7.5,0.1,298.15,
R01207,3.7,4.1,7.5,0.1,298.15,
R01209,-35.6,6.0,7.5,0.1,298.15,
R01210,-24.5,8.0,7.5,0.1,298.15,
R01211,1.4,11.5,7.5,0.1,298.15,
R01212,39.2,6.9,7.5,0.1,298.15,
R01213,28.1,7.0,7.5,0.1,298.15,
R01214,3.2,6.9,7.5,0.1,298.15,
R01215,3.4,6.9,7.5,0.1,298.15,
R01216,19.9,9.8,7.5,0.1,298.15,
R01217,-53.8,14.2,7.5,0.1,298.15,
R01218,7.0,2.2,7.5,0.1,298.15,
R01220,8.0,2.3,7.5,0.1,298.15,
R01221,22.5,7.2,7.5,0.1,298.15,
R01224,35.9,8.3,7.5,0.1,298.15,
R01225,3.5,4.3,7.5,0.1,298.15,
R01226,5.6,11.3,7.5,0.1,298.15,
R01227,-5.4,6.7,7.5,0.1,298.15,
R01228,-23.1,6.7,7.5,0.1,298.15,
R01229,30.4,4.4,7.5,0.1,298.15,
R01230,,,7.5,0.1,298.15,uncertainty is too high
R01231,,,7.5,0.1,298.15,uncertainty is too high
R01232,,,7.5,0.1,298.15,uncertainty is too high
R01233,-38.8,6.9,7.5,0.1,298.15,
R01234,,,7.5,0.1,298.15,uncertainty is too high
R01235,,,7.5,0.1,298.15,uncertainty is too high
R01236,,,7.5,0.1,298.15,uncertainty is too high
R01237,,,7.5,0.1,298.15,uncertainty is too high
R01238,-8.2,12.1,7.5,0.1,298.15,
R01239,,,7.5,0.1,298.15,uncertainty is too high
R01240,-63.1,13.5,7.5,0.1,298.15,
R01241,71.6,10.4,7.5,0.1,298.15,
R01242,,,7.5,0.1,298.15,uncertainty is too high
R01243,,,7.5,0.1,298.15,uncertainty is too high
R01244,-19.3,3.2,7.5,0.1,298.15,
R01245,-4.8,3.5,7.5,0.1,298.15,
R01246,21.1,3.0,7.5,0.1,298.15,
R01248,45.5,5.8,7.5,0.1,298.15,
R01249,22.0,2.9,7.5,0.1,298.15,
R01251,46.4,5.8,7.5,0.1,298.15,
