!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R01542,13.3,7.4,7.5,0.1,298.15,
R01543,16.7,7.4,7.5,0.1,298.15,
R01544,-27.1,7.6,7.5,0.1,298.15,
R01547,0.4,2.9,7.5,0.1,298.15,
R01548,-16.9,4.8,7.5,0.1,298.15,
R01549,-22.7,7.5,7.5,0.1,298.15,
R01550,-5.6,0.6,7.5,0.1,298.15,
R01553,,,7.5,0.1,298.15,uncertainty is too high
R01555,1.6,3.0,7.5,0.1,298.15,
R01556,-2.7,7.2,7.5,0.1,298.15,
R01557,-2.9,3.6,7.5,0.1,298.15,
R01558,-21.2,7.2,7.5,0.1,298.15,
R01559,-9.5,7.6,7.5,0.1,298.15,
R01560,-20.2,1.4,7.5,0.1,298.15,
R01561,7.9,2.6,7.5,0.1,298.15,
R01562,-15.4,5.8,7.5,0.1,298.15,
R01563,-24.6,15.0,7.5,0.1,298.15,
R01564,-83.3,17.6,7.5,0.1,298.15,
R01565,,,7.5,0.1,298.15,uncertainty is too high
R01566,-42.9,11.0,7.5,0.1,298.15,
R01567,-17.9,5.9,7.5,0.1,298.15,
R01568,-16.2,5.9,7.5,0.1,298.15,
R01569,-10.6,5.9,7.5,0.1,298.15,
R01570,5.4,8.9,7.5,0.1,298.15,
R01571,-3.2,6.3,7.5,0.1,298.15,
R01572,,,7.5,0.1,298.15,uncertainty is too high
R01573,-25.5,4.7,7.5,0.1,298.15,
R01574,-26.5,4.9,7.5,0.1,298.15,
R01575,-25.5,4.9,7.5,0.1,298.15,
R01576,18.5,4.5,7.5,0.1,298.15,
R01577,5.3,1.5,7.5,0.1,298.15,
R01578,,,7.5,0.1,298.15,uncertainty is too high
R01579,-18.4,7.6,7.5,0.1,298.15,
R01580,-0.9,15.5,7.5,0.1,298.15,
R01581,,,7.5,0.1,298.15,uncertainty is too high
R01582,8.4,9.8,7.5,0.1,298.15,
R01583,-8.3,2.6,7.5,0.1,298.15,
R01584,40.3,9.5,7.5,0.1,298.15,
R01585,-30.2,8.1,7.5,0.1,298.15,
R01586,0.2,9.6,7.5,0.1,298.15,
R01587,8.7,7.6,7.5,0.1,298.15,
R01588,,,7.5,0.1,298.15,uncertainty is too high
R01589,-51.1,12.7,7.5,0.1,298.15,
R01590,,,7.5,0.1,298.15,uncertainty is too high
R01593,,,7.5,0.1,298.15,uncertainty is too high
R01594,,,7.5,0.1,298.15,uncertainty is too high
R01595,,,7.5,0.1,298.15,uncertainty is too high
R01596,,,7.5,0.1,298.15,uncertainty is too high
R01598,-11.6,4.0,7.5,0.1,298.15,
R01599,,,7.5,0.1,298.15,uncertainty is too high
R01600,-19.8,0.9,7.5,0.1,298.15,
R01602,,,7.5,0.1,298.15,uncertainty is too high
R01604,-33.8,8.9,7.5,0.1,298.15,
R01607,-32.8,8.9,7.5,0.1,298.15,
R01608,21.0,5.8,7.5,0.1,298.15,
R01609,,,7.5,0.1,298.15,uncertainty is too high
R01611,,,7.5,0.1,298.15,uncertainty is too high
R01613,,,7.5,0.1,298.15,uncertainty is too high
R01614,-163.7,46.4,7.5,0.1,298.15,
R01615,-14.0,13.3,7.5,0.1,298.15,
R01616,-11.6,12.6,7.5,0.1,298.15,
R01617,-28.0,42.5,7.5,0.1,298.15,
R01618,-48.8,18.4,7.5,0.1,298.15,
R01619,,,7.5,0.1,298.15,uncertainty is too high
R01620,-36.2,4.3,7.5,0.1,298.15,
R01621,-60.2,3.1,7.5,0.1,298.15,
R01623,,,7.5,0.1,298.15,uncertainty is too high
R01624,,,7.5,0.1,298.15,uncertainty is too high
R01625,,,7.5,0.1,298.15,uncertainty is too high
R01626,,,7.5,0.1,298.15,uncertainty is too high
R01627,-131.6,14.0,7.5,0.1,298.15,
R01628,-440.5,14.3,7.5,0.1,298.15,
R01629,-447.7,22.0,7.5,0.1,298.15,
R01630,-448.6,22.0,7.5,0.1,298.15,
R01631,-317.4,12.1,7.5,0.1,298.15,
R01632,-255.2,12.1,7.5,0.1,298.15,
R01633,-34.5,20.1,7.5,0.1,298.15,
R01634,-7.0,17.9,7.5,0.1,298.15,
R01635,-6.9,17.9,7.5,0.1,298.15,
R01636,,,7.5,0.1,298.15,uncertainty is too high
R01637,-204.3,20.3,7.5,0.1,298.15,
R01639,-25.7,4.0,7.5,0.1,298.15,
R01641,3.8,3.8,7.5,0.1,298.15,
R01644,-2.7,3.4,7.5,0.1,298.15,
R01645,6.4,5.2,7.5,0.1,298.15,
R01647,-6.4,3.7,7.5,0.1,298.15,
R01648,6.1,2.9,7.5,0.1,298.15,
R01649,-51.2,8.8,7.5,0.1,298.15,
R01650,,,7.5,0.1,298.15,uncertainty is too high
R01651,-23.8,8.2,7.5,0.1,298.15,
R01652,16.6,8.5,7.5,0.1,298.15,
R01654,-38.8,7.4,7.5,0.1,298.15,
R01655,-5.8,1.8,7.5,0.1,298.15,
R01657,-88.5,11.8,7.5,0.1,298.15,
R01658,-73.4,5.4,7.5,0.1,298.15,
R01659,-73.4,5.4,7.5,0.1,298.15,
R01660,-37.3,6.2,7.5,0.1,298.15,
R01662,-39.2,4.6,7.5,0.1,298.15,
R01663,-23.9,4.9,7.5,0.1,298.15,
R01664,-15.5,4.6,7.5,0.1,298.15,
R01665,-2.3,5.8,7.5,0.1,298.15,
R01666,-13.1,16.4,7.5,0.1,298.15,
R01667,-26.2,5.8,7.5,0.1,298.15,
R01668,-42.8,18.0,7.5,0.1,298.15,
R01669,-8.3,4.9,7.5,0.1,298.15,
R01670,-47.1,5.7,7.5,0.1,298.15,
R01675,,,7.5,0.1,298.15,uncertainty is too high
R01676,,,7.5,0.1,298.15,uncertainty is too high
R01677,-1.8,5.4,7.5,0.1,298.15,
R01678,-10.9,2.1,7.5,0.1,298.15,
R01680,,,7.5,0.1,298.15,uncertainty is too high
R01681,,,7.5,0.1,298.15,uncertainty is too high
R01682,,,7.5,0.1,298.15,uncertainty is too high
R01683,,,7.5,0.1,298.15,uncertainty is too high
R01684,,,7.5,0.1,298.15,uncertainty is too high
R01685,,,7.5,0.1,298.15,uncertainty is too high
R01686,,,7.5,0.1,298.15,uncertainty is too high
R01687,,,7.5,0.1,298.15,uncertainty is too high
R01688,29.2,6.6,7.5,0.1,298.15,
R01689,69.4,6.4,7.5,0.1,298.15,
R01690,,,7.5,0.1,298.15,uncertainty is too high
R01694,15.6,5.5,7.5,0.1,298.15,
R01695,-115.9,9.9,7.5,0.1,298.15,
R01696,,,7.5,0.1,298.15,uncertainty is too high
R01697,,,7.5,0.1,298.15,uncertainty is too high
R01698,2.4,1.8,7.5,0.1,298.15,
R01699,,,7.5,0.1,298.15,uncertainty is too high
R01700,,,7.5,0.1,298.15,uncertainty is too high
R01701,,,7.5,0.1,298.15,uncertainty is too high
R01702,,,7.5,0.1,298.15,uncertainty is too high
R01703,-580.3,18.0,7.5,0.1,298.15,
R01704,-41.9,12.2,7.5,0.1,298.15,
R01705,,,7.5,0.1,298.15,uncertainty is too high
R01706,,,7.5,0.1,298.15,uncertainty is too high
R01707,-21.9,14.5,7.5,0.1,298.15,
R01708,24.8,4.1,7.5,0.1,298.15,
R01709,-173.3,8.9,7.5,0.1,298.15,
R01710,-95.6,10.2,7.5,0.1,298.15,
R01711,-106.7,9.3,7.5,0.1,298.15,
R01712,0.2,5.8,7.5,0.1,298.15,
R01713,-2.9,6.0,7.5,0.1,298.15,
R01714,-48.3,25.1,7.5,0.1,298.15,
R01715,-23.1,10.3,7.5,0.1,298.15,
R01716,-16.4,6.0,7.5,0.1,298.15,
R01717,1.0,3.4,7.5,0.1,298.15,
R01718,-8.5,1.7,7.5,0.1,298.15,
R01720,26.8,6.7,7.5,0.1,298.15,
R01721,,,7.5,0.1,298.15,uncertainty is too high
R01722,-0.3,6.2,7.5,0.1,298.15,
R01723,-30.1,6.7,7.5,0.1,298.15,
R01724,0.9,5.8,7.5,0.1,298.15,
R01725,-305.1,11.3,7.5,0.1,298.15,
R01728,-9.0,22.0,7.5,0.1,298.15,
R01730,-8.0,22.0,7.5,0.1,298.15,
R01731,-11.5,39.7,7.5,0.1,298.15,
R01732,9.2,33.7,7.5,0.1,298.15,
R01734,-349.6,25.8,7.5,0.1,298.15,
R01735,-41.2,5.0,7.5,0.1,298.15,
R01736,-32.8,6.0,7.5,0.1,298.15,
R01737,-12.6,6.4,7.5,0.1,298.15,
R01738,22.5,6.5,7.5,0.1,298.15,
R01739,16.4,1.7,7.5,0.1,298.15,
R01740,23.5,6.5,7.5,0.1,298.15,
R01741,4.1,6.2,7.5,0.1,298.15,
R01742,,,7.5,0.1,298.15,uncertainty is too high
R01745,30.4,3.4,7.5,0.1,298.15,
R01747,31.4,3.4,7.5,0.1,298.15,
R01748,-19.2,1.3,7.5,0.1,298.15,
R01749,37.6,7.6,7.5,0.1,298.15,
R01750,38.6,7.6,7.5,0.1,298.15,
R01751,-11.3,6.8,7.5,0.1,298.15,
R01752,-55.1,3.1,7.5,0.1,298.15,
R01754,-5.1,3.2,7.5,0.1,298.15,
R01757,-10.6,4.3,7.5,0.1,298.15,
R01758,12.1,4.8,7.5,0.1,298.15,
R01759,13.0,4.8,7.5,0.1,298.15,
R01760,,,7.5,0.1,298.15,uncertainty is too high
R01761,4.9,3.4,7.5,0.1,298.15,
R01762,-176.0,3.2,7.5,0.1,298.15,
R01763,18.0,2.4,7.5,0.1,298.15,
R01764,-10.9,11.6,7.5,0.1,298.15,
R01766,-3.0,10.3,7.5,0.1,298.15,
R01767,,,7.5,0.1,298.15,uncertainty is too high
R01768,13.8,7.6,7.5,0.1,298.15,
R01769,-116.7,11.2,7.5,0.1,298.15,
R01770,-4.0,3.5,7.5,0.1,298.15,
R01771,-33.4,8.8,7.5,0.1,298.15,
R01773,20.1,3.4,7.5,0.1,298.15,
R01775,21.0,3.4,7.5,0.1,298.15,
R01776,-20.7,9.3,7.5,0.1,298.15,
R01777,-24.3,10.7,7.5,0.1,298.15,
R01778,,,7.5,0.1,298.15,uncertainty is too high
R01779,,,7.5,0.1,298.15,uncertainty is too high
R01780,,,7.5,0.1,298.15,uncertainty is too high
R01781,24.0,4.3,7.5,0.1,298.15,
R01782,14.4,4.3,7.5,0.1,298.15,
R01784,19.8,5.8,7.5,0.1,298.15,
R01785,12.3,4.5,7.5,0.1,298.15,
R01786,-19.8,0.9,7.5,0.1,298.15,
R01787,10.4,2.1,7.5,0.1,298.15,
R01788,-8.8,0.9,7.5,0.1,298.15,
R01790,-243.6,1.6,7.5,0.1,298.15,
R01791,-243.6,1.6,7.5,0.1,298.15,
R01793,,,7.5,0.1,298.15,uncertainty is too high
R01794,,,7.5,0.1,298.15,uncertainty is too high
R01795,,,7.5,0.1,298.15,uncertainty is too high
R01797,,,7.5,0.1,298.15,uncertainty is too high
R01798,,,7.5,0.1,298.15,uncertainty is too high
R01799,,,7.5,0.1,298.15,uncertainty is too high
R01800,,,7.5,0.1,298.15,uncertainty is too high
R01801,,,7.5,0.1,298.15,uncertainty is too high
R01802,,,7.5,0.1,298.15,uncertainty is too high
R01803,,,7.5,0.1,298.15,uncertainty is too high
R01804,61.5,2.1,7.5,0.1,298.15,
R01805,-14.2,9.5,7.5,0.1,298.15,
R01806,8.1,5.6,7.5,0.1,298.15,
R01807,5.4,5.2,7.5,0.1,298.15,
R01808,0.5,5.2,7.5,0.1,298.15,
R01810,,,7.5,0.1,298.15,uncertainty is too high
R01811,7.9,1.7,7.5,0.1,298.15,
R01812,,,7.5,0.1,298.15,uncertainty is too high
R01813,,,7.5,0.1,298.15,uncertainty is too high
R01814,,,7.5,0.1,298.15,uncertainty is too high
R01815,,,7.5,0.1,298.15,uncertainty is too high
R01816,,,7.5,0.1,298.15,uncertainty is too high
R01817,9.9,3.3,7.5,0.1,298.15,
R01818,4.3,3.0,7.5,0.1,298.15,
R01819,-0.7,2.3,7.5,0.1,298.15,
R01821,-227.4,1.9,7.5,0.1,298.15,
R01823,218.7,2.6,7.5,0.1,298.15,
R01824,,,7.5,0.1,298.15,uncertainty is too high
R01825,-47.3,4.4,7.5,0.1,298.15,
R01826,-69.0,4.7,7.5,0.1,298.15,
R01827,-0.7,2.8,7.5,0.1,298.15,
R01829,12.6,5.6,7.5,0.1,298.15,
R01830,10.1,3.8,7.5,0.1,298.15,
R01833,,,7.5,0.1,298.15,uncertainty is too high
R01834,,,7.5,0.1,298.15,uncertainty is too high
R01835,,,7.5,0.1,298.15,uncertainty is too high
R01836,0.2,1.7,7.5,0.1,298.15,
R01837,,,7.5,0.1,298.15,uncertainty is too high
R01838,1.2,1.8,7.5,0.1,298.15,
R01840,,,7.5,0.1,298.15,uncertainty is too high
R01841,,,7.5,0.1,298.15,uncertainty is too high
R01842,,,7.5,0.1,298.15,uncertainty is too high
R01843,-11.0,5.7,7.5,0.1,298.15,
R01844,-11.5,5.0,7.5,0.1,298.15,
R01845,-17.6,5.7,7.5,0.1,298.15,
R01850,,,7.5,0.1,298.15,uncertainty is too high
R01851,-54.8,12.5,7.5,0.1,298.15,
R01853,,,7.5,0.1,298.15,uncertainty is too high
R01854,,,7.5,0.1,298.15,uncertainty is too high
R01855,,,7.5,0.1,298.15,uncertainty is too high
R01856,,,7.5,0.1,298.15,uncertainty is too high
R01857,2.7,4.7,7.5,0.1,298.15,
R01858,,,7.5,0.1,298.15,uncertainty is too high
R01859,-4.2,10.4,7.5,0.1,298.15,
R01860,-8.2,12.9,7.5,0.1,298.15,
R01861,,,7.5,0.1,298.15,uncertainty is too high
R01862,,,7.5,0.1,298.15,uncertainty is too high
R01863,8.7,2.1,7.5,0.1,298.15,
R01866,10.9,2.5,7.5,0.1,298.15,
R01867,-50.4,4.7,7.5,0.1,298.15,
R01868,,,7.5,0.1,298.15,uncertainty is too high
R01869,9.9,2.4,7.5,0.1,298.15,
R01870,-10.2,2.6,7.5,0.1,298.15,
R01872,13.8,5.8,7.5,0.1,298.15,
R01873,-44.9,45.1,7.5,0.1,298.15,
R01874,3.9,8.8,7.5,0.1,298.15,
R01875,,,7.5,0.1,298.15,uncertainty is too high
R01876,1.6,2.6,7.5,0.1,298.15,
R01877,-12.4,15.1,7.5,0.1,298.15,
R01878,-14.5,2.2,7.5,0.1,298.15,
R01879,-452.9,17.7,7.5,0.1,298.15,
R01880,,,7.5,0.1,298.15,uncertainty is too high
R01881,10.6,0.4,7.5,0.1,298.15,
R01882,-39.1,0.7,7.5,0.1,298.15,
R01883,,,7.5,0.1,298.15,uncertainty is too high
R01884,2.8,8.4,7.5,0.1,298.15,
R01885,-16.0,7.6,7.5,0.1,298.15,
R01886,0.6,22.4,7.5,0.1,298.15,
R01887,,,7.5,0.1,298.15,uncertainty is too high
R01888,2.0,40.5,7.5,0.1,298.15,
R01889,-18.8,43.9,7.5,0.1,298.15,
R01890,3.9,5.8,7.5,0.1,298.15,
R01891,,,7.5,0.1,298.15,uncertainty is too high
R01892,,,7.5,0.1,298.15,uncertainty is too high
R01895,16.8,2.1,7.5,0.1,298.15,
R01896,17.3,1.9,7.5,0.1,298.15,
R01898,-2.9,3.5,7.5,0.1,298.15,
R01899,19.0,5.2,7.5,0.1,298.15,
R01900,0.7,2.2,7.5,0.1,298.15,
R01901,-24.0,5.0,7.5,0.1,298.15,
R01902,-26.9,5.1,7.5,0.1,298.15,
R01903,27.0,5.1,7.5,0.1,298.15,
R01904,17.8,2.6,7.5,0.1,298.15,
R01905,-3.0,7.7,7.5,0.1,298.15,
R01906,-12.7,4.9,7.5,0.1,298.15,
R01908,-19.1,13.2,7.5,0.1,298.15,
R01909,-11.5,4.3,7.5,0.1,298.15,
R01910,-107.0,9.0,7.5,0.1,298.15,
R01911,17.1,4.3,7.5,0.1,298.15,
R01912,-18.1,5.5,7.5,0.1,298.15,
R01913,-554.2,8.5,7.5,0.1,298.15,
R01914,-91.9,18.7,7.5,0.1,298.15,
R01915,,,7.5,0.1,298.15,uncertainty is too high
R01917,-25.6,21.4,7.5,0.1,298.15,
R01918,-3.0,31.8,7.5,0.1,298.15,
R01919,0.4,29.3,7.5,0.1,298.15,
R01920,,,7.5,0.1,298.15,uncertainty is too high
R01921,23.8,4.1,7.5,0.1,298.15,
R01922,,,7.5,0.1,298.15,uncertainty is too high
R01923,1.9,5.8,7.5,0.1,298.15,
R01924,,,7.5,0.1,298.15,uncertainty is too high
R01925,-1.1,5.8,7.5,0.1,298.15,
R01926,-12.4,21.3,7.5,0.1,298.15,
R01928,-24.5,22.2,7.5,0.1,298.15,
R01929,,,7.5,0.1,298.15,uncertainty is too high
R01930,,,7.5,0.1,298.15,uncertainty is too high
R01931,,,7.5,0.1,298.15,uncertainty is too high
R01932,-22.5,3.2,7.5,0.1,298.15,
R01933,-33.0,7.3,7.5,0.1,298.15,
R01934,9.6,8.5,7.5,0.1,298.15,
R01936,-9.8,9.8,7.5,0.1,298.15,
R01937,84.8,6.4,7.5,0.1,298.15,
R01938,85.7,6.4,7.5,0.1,298.15,
R01939,-0.7,5.8,7.5,0.1,298.15,
R01940,,,7.5,0.1,298.15,uncertainty is too high
R01941,-14.0,18.6,7.5,0.1,298.15,
R01942,,,7.5,0.1,298.15,uncertainty is too high
R01943,-11.5,18.1,7.5,0.1,298.15,
R01944,-27.8,39.8,7.5,0.1,298.15,
R01945,19.7,37.9,7.5,0.1,298.15,
R01946,-2.7,38.0,7.5,0.1,298.15,
R01951,-1.7,6.1,7.5,0.1,298.15,
R01952,,,7.5,0.1,298.15,uncertainty is too high
R01954,-3.0,2.9,7.5,0.1,298.15,
R01956,-7.4,13.1,7.5,0.1,298.15,
R01957,-15.4,13.4,7.5,0.1,298.15,
R01959,-34.8,14.6,7.5,0.1,298.15,
R01960,-440.5,16.6,7.5,0.1,298.15,
R01961,-11.9,5.8,7.5,0.1,298.15,
R01962,-165.2,10.4,7.5,0.1,298.15,
R01963,,,7.5,0.1,298.15,uncertainty is too high
R01964,-15.7,6.4,7.5,0.1,298.15,
R01965,-15.0,6.7,7.5,0.1,298.15,
R01966,9.5,3.8,7.5,0.1,298.15,
R01967,,,7.5,0.1,298.15,uncertainty is too high
R01968,-13.9,4.6,7.5,0.1,298.15,
R01969,,,7.5,0.1,298.15,uncertainty is too high
R01971,-16.9,5.8,7.5,0.1,298.15,
R01972,,,7.5,0.1,298.15,uncertainty is too high
R01973,,,7.5,0.1,298.15,uncertainty is too high
R01974,7.6,6.7,7.5,0.1,298.15,
R01975,15.2,2.4,7.5,0.1,298.15,
R01976,16.1,2.5,7.5,0.1,298.15,
R01977,16.6,7.1,7.5,0.1,298.15,
R01978,19.8,30.5,7.5,0.1,298.15,
R01980,-9.2,3.4,7.5,0.1,298.15,
R01981,-33.9,3.3,7.5,0.1,298.15,
R01982,-551.6,3.5,7.5,0.1,298.15,
R01983,1.4,4.1,7.5,0.1,298.15,
R01984,33.9,5.0,7.5,0.1,298.15,
R01986,-52.2,5.5,7.5,0.1,298.15,
R01987,19.9,4.4,7.5,0.1,298.15,
R01989,41.1,15.0,7.5,0.1,298.15,
R01990,-69.7,12.0,7.5,0.1,298.15,
R01991,-35.4,5.8,7.5,0.1,298.15,
R01992,-3.7,18.3,7.5,0.1,298.15,
R01993,-6.5,3.4,7.5,0.1,298.15,
R01994,,,7.5,0.1,298.15,uncertainty is too high
R01995,,,7.5,0.1,298.15,uncertainty is too high
R01996,,,7.5,0.1,298.15,uncertainty is too high
R01997,,,7.5,0.1,298.15,uncertainty is too high
R01998,,,7.5,0.1,298.15,uncertainty is too high
R01999,,,7.5,0.1,298.15,uncertainty is too high
R02000,,,7.5,0.1,298.15,uncertainty is too high
R02002,,,7.5,0.1,298.15,uncertainty is too high
R02003,-75.1,20.4,7.5,0.1,298.15,
R02004,,,7.5,0.1,298.15,uncertainty is too high
R02006,,,7.5,0.1,298.15,uncertainty is too high
R02007,,,7.5,0.1,298.15,uncertainty is too high
R02008,-58.3,21.1,7.5,0.1,298.15,
R02009,-25.5,17.7,7.5,0.1,298.15,
R02010,-257.3,20.7,7.5,0.1,298.15,
R02011,,,7.5,0.1,298.15,uncertainty is too high
R02012,,,7.5,0.1,298.15,uncertainty is too high
R02013,-180.8,19.5,7.5,0.1,298.15,
R02014,34.4,9.7,7.5,0.1,298.15,
R02016,15.9,5.9,7.5,0.1,298.15,
R02017,37.5,8.8,7.5,0.1,298.15,
R02018,32.7,18.5,7.5,0.1,298.15,
R02019,31.6,7.7,7.5,0.1,298.15,
R02020,,,7.5,0.1,298.15,uncertainty is too high
R02021,-32.2,15.6,7.5,0.1,298.15,
R02022,28.9,19.4,7.5,0.1,298.15,
R02023,28.6,19.5,7.5,0.1,298.15,
R02024,33.7,7.6,7.5,0.1,298.15,
R02025,,,7.5,0.1,298.15,uncertainty is too high
R02026,,,7.5,0.1,298.15,uncertainty is too high
R02027,,,7.5,0.1,298.15,uncertainty is too high
R02029,,,7.5,0.1,298.15,uncertainty is too high
R02030,,,7.5,0.1,298.15,uncertainty is too high
R02032,17.9,3.9,7.5,0.1,298.15,
R02034,18.9,3.9,7.5,0.1,298.15,
R02035,-23.8,3.3,7.5,0.1,298.15,
R02036,-43.1,5.1,7.5,0.1,298.15,
R02037,,,7.5,0.1,298.15,uncertainty is too high
R02038,1.5,5.8,7.5,0.1,298.15,
R02039,,,7.5,0.1,298.15,uncertainty is too high
R02040,,,7.5,0.1,298.15,uncertainty is too high
R02041,,,7.5,0.1,298.15,uncertainty is too high
R02042,,,7.5,0.1,298.15,uncertainty is too high
R02047,18.5,3.4,7.5,0.1,298.15,
R02050,-0.8,4.5,7.5,0.1,298.15,
R02051,,,7.5,0.1,298.15,uncertainty is too high
R02052,,,7.5,0.1,298.15,uncertainty is too high
R02053,,,7.5,0.1,298.15,uncertainty is too high
R02054,,,7.5,0.1,298.15,uncertainty is too high
R02055,,,7.5,0.1,298.15,uncertainty is too high
R02056,,,7.5,0.1,298.15,uncertainty is too high
R02057,,,7.5,0.1,298.15,uncertainty is too high
R02058,-25.4,7.5,7.5,0.1,298.15,
R02059,-7.4,7.5,7.5,0.1,298.15,
R02060,-3.1,3.4,7.5,0.1,298.15,
R02061,-75.1,29.7,7.5,0.1,298.15,
R02063,-172.1,32.5,7.5,0.1,298.15,
R02064,-417.5,52.1,7.5,0.1,298.15,
R02065,-148.2,58.0,7.5,0.1,298.15,
R02068,,,7.5,0.1,298.15,uncertainty is too high
R02071,-14.9,4.9,7.5,0.1,298.15,
R02073,-3.5,4.3,7.5,0.1,298.15,
R02075,-254.1,12.5,7.5,0.1,298.15,
R02076,-254.1,12.5,7.5,0.1,298.15,
R02077,-7.5,16.8,7.5,0.1,298.15,
R02078,-453.2,16.3,7.5,0.1,298.15,
R02080,-18.2,17.6,7.5,0.1,298.15,
R02081,0.6,5.2,7.5,0.1,298.15,
R02082,2.5,5.3,7.5,0.1,298.15,
R02083,-24.2,30.7,7.5,0.1,298.15,
R02084,-3.2,5.6,7.5,0.1,298.15,
R02085,3.1,32.1,7.5,0.1,298.15,
R02087,2.2,5.8,7.5,0.1,298.15,
R02088,-16.5,5.0,7.5,0.1,298.15,
R02089,-12.0,5.0,7.5,0.1,298.15,
R02090,0.9,5.8,7.5,0.1,298.15,
R02091,,,7.5,0.1,298.15,uncertainty is too high
R02092,-25.9,5.8,7.5,0.1,298.15,
R02093,2.6,5.1,7.5,0.1,298.15,
R02094,-2.7,5.8,7.5,0.1,298.15,
R02095,-31.1,5.1,7.5,0.1,298.15,
R02096,-16.3,6.3,7.5,0.1,298.15,
R02097,-22.2,8.1,7.5,0.1,298.15,
R02098,-0.1,16.9,7.5,0.1,298.15,
R02099,-15.8,16.3,7.5,0.1,298.15,
R02100,-42.3,17.8,7.5,0.1,298.15,
R02101,-44.5,16.9,7.5,0.1,298.15,
R02102,-12.7,16.3,7.5,0.1,298.15,
R02103,-24.2,9.1,7.5,0.1,298.15,
R02106,32.4,26.0,7.5,0.1,298.15,
R02107,-154.7,12.3,7.5,0.1,298.15,
R02108,,,7.5,0.1,298.15,uncertainty is too high
R02109,,,7.5,0.1,298.15,uncertainty is too high
R02110,,,7.5,0.1,298.15,uncertainty is too high
R02111,,,7.5,0.1,298.15,uncertainty is too high
R02112,,,7.5,0.1,298.15,uncertainty is too high
R02113,-14.0,171.5,7.5,0.1,298.15,
R02114,,,7.5,0.1,298.15,uncertainty is too high
R02115,,,7.5,0.1,298.15,uncertainty is too high
R02116,1445.2,91.7,7.5,0.1,298.15,
R02118,-21.5,17.4,7.5,0.1,298.15,
R02119,-23.7,17.4,7.5,0.1,298.15,
R02120,218.7,2.6,7.5,0.1,298.15,
R02122,,,7.5,0.1,298.15,uncertainty is too high
R02123,-44.0,5.0,7.5,0.1,298.15,
R02124,8.5,3.4,7.5,0.1,298.15,
R02125,-174.6,9.6,7.5,0.1,298.15,
R02126,7.7,5.8,7.5,0.1,298.15,
R02127,,,7.5,0.1,298.15,uncertainty is too high
R02128,,,7.5,0.1,298.15,uncertainty is too high
R02129,-50.9,8.2,7.5,0.1,298.15,
R02130,,,7.5,0.1,298.15,uncertainty is too high
R02131,,,7.5,0.1,298.15,uncertainty is too high
R02132,,,7.5,0.1,298.15,uncertainty is too high
R02133,,,7.5,0.1,298.15,uncertainty is too high
R02134,,,7.5,0.1,298.15,uncertainty is too high
R02135,,,7.5,0.1,298.15,uncertainty is too high
R02136,-24.9,4.4,7.5,0.1,298.15,
R02137,1.2,5.0,7.5,0.1,298.15,
R02138,-5.6,42.7,7.5,0.1,298.15,
R02139,41.8,16.3,7.5,0.1,298.15,
R02141,2.7,12.6,7.5,0.1,298.15,
R02142,23.7,12.6,7.5,0.1,298.15,
R02143,-2.3,6.8,7.5,0.1,298.15,
R02144,,,7.5,0.1,298.15,uncertainty is too high
R02145,,,7.5,0.1,298.15,uncertainty is too high
R02147,11.0,4.1,7.5,0.1,298.15,
R02148,,,7.5,0.1,298.15,uncertainty is too high
R02150,-91.8,18.0,7.5,0.1,298.15,
R02152,-20.9,16.8,7.5,0.1,298.15,
R02155,,,7.5,0.1,298.15,uncertainty is too high
R02156,,,7.5,0.1,298.15,uncertainty is too high
R02157,,,7.5,0.1,298.15,uncertainty is too high
R02158,,,7.5,0.1,298.15,uncertainty is too high
R02159,,,7.5,0.1,298.15,uncertainty is too high
R02160,,,7.5,0.1,298.15,uncertainty is too high
R02161,,,7.5,0.1,298.15,uncertainty is too high
R02163,81.9,5.9,7.5,0.1,298.15,
R02164,-21.6,7.1,7.5,0.1,298.15,
R02165,-58.1,10.2,7.5,0.1,298.15,
R02166,,,7.5,0.1,298.15,uncertainty is too high
R02167,-10.7,3.5,7.5,0.1,298.15,
R02168,-19.3,7.3,7.5,0.1,298.15,
R02170,,,7.5,0.1,298.15,uncertainty is too high
R02171,-14.6,20.5,7.5,0.1,298.15,
R02172,0.6,20.6,7.5,0.1,298.15,
R02173,-94.4,18.9,7.5,0.1,298.15,
R02174,,,7.5,0.1,298.15,uncertainty is too high
R02175,,,7.5,0.1,298.15,uncertainty is too high
R02177,4.5,31.8,7.5,0.1,298.15,
R02178,-401.9,32.1,7.5,0.1,298.15,
R02179,-14.0,32.5,7.5,0.1,298.15,
R02180,,,7.5,0.1,298.15,uncertainty is too high
R02181,,,7.5,0.1,298.15,uncertainty is too high
R02182,,,7.5,0.1,298.15,uncertainty is too high
R02183,,,7.5,0.1,298.15,uncertainty is too high
R02184,872.4,1.1,7.5,0.1,298.15,
R02185,-892.2,1.3,7.5,0.1,298.15,
R02186,871.4,42.9,7.5,0.1,298.15,
R02187,-892.2,1.3,7.5,0.1,298.15,
R02188,853.8,1.4,7.5,0.1,298.15,
R02189,-892.2,1.3,7.5,0.1,298.15,
R02190,,,7.5,0.1,298.15,uncertainty is too high
